Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
407,1500,GH2 1000bar Pipeline Station (700bar),2025,547500,0.8,No,20,1.170819888,1405903.646,0,0,0.084859127,0.103722854,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
408,2000,GH2 1000bar Pipeline Station (700bar),2025,730000,0.8,No,20,0.668020808,1968957.377,0,0,0.084859127,0.101132924,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
409,3000,GH2 1000bar Pipeline Station (700bar),2025,1095000,0.8,No,20,1,2581481.043,0,0,0.084859127,0.104815874,0,0,0,0,,,,,HRSAM Volume: Mid,,,0,0.043,,
410,4000,GH2 1000bar Pipeline Station (700bar),2025,1460000,1,No,20,0.004618907,1297665.766,0,0,0.084859127,0.090206304,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
411,5600,GH2 1000bar Pipeline Station (700bar),2025,2044000,1,No,20,0.006156998,1299684.081,0,0,0.084859127,0.090897975,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
412,7600,GH2 1000bar Pipeline Station (700bar),2025,2774000,1,No,20,0.005057204,1302130.09,0,0,0.084859127,0.092331338,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
413,10500,GH2 1000bar Pipeline Station (700bar),2025,3832500,1,No,20,0.628822396,1304260.324,0,0,0.084859127,0.094061557,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
414,14490,GH2 1000bar Pipeline Station (700bar),2025,5288850,1,No,20,0.004906949,1597067.917,0,0,0.084859127,0.095392905,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
415,22000,GH2 1000bar Pipeline Station (700bar),2025,8030000,1,No,20,1,1600343.764,0,0,0.084859127,0.096295611,0,0,0,0,,,,,"HDRSAM, production volume Mid",,,0,0.043,,
416,150,GH2 1000bar Pipeline Station (700bar),2030,54750,0.8,No,20,0.33316605,439076.5457,0,0,0.084859127,0.11439252,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
417,500,GH2 1000bar Pipeline Station (700bar),2030,182500,0.8,No,20,0.4176061,655761.1519,0,0,0.084859127,0.109630484,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
418,1000,GH2 1000bar Pipeline Station (700bar),2030,365000,0.8,No,20,0.962570067,875906.2946,0,0,0.084859127,0.107456402,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
419,1500,GH2 1000bar Pipeline Station (700bar),2030,547500,0.8,No,20,1.214503791,1294070.158,0,0,0.084859127,0.105620655,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
420,2000,GH2 1000bar Pipeline Station (700bar),2030,730000,0.8,No,20,0.643644316,1835254.897,0,0,0.084859127,0.102570207,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
421,3000,GH2 1000bar Pipeline Station (700bar),2030,1095000,0.8,No,20,1,2382519.861,0,0,0.084859127,0.106667404,0,0,0,0,,,,,HRSAM Volume: High,,,0,0.043,,
422,4000,GH2 1000bar Pipeline Station (700bar),2030,1460000,1,No,20,0.004838658,1238685.499,0,0,0.084859127,0.090500761,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
423,5600,GH2 1000bar Pipeline Station (700bar),2030,2044000,1,No,20,0.006449399,1240703.813,0,0,0.084859127,0.091113269,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
424,7600,GH2 1000bar Pipeline Station (700bar),2030,2774000,1,No,20,0.005296933,1243149.822,0,0,0.084859127,0.092577707,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
425,10500,GH2 1000bar Pipeline Station (700bar),2030,3832500,1,No,20,0.598639614,1245280.057,0,0,0.084859127,0.094420396,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
426,14490,GH2 1000bar Pipeline Station (700bar),2030,5288850,1,No,20,0.005189257,1510094.741,0,0,0.084859127,0.095813849,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
427,22000,GH2 1000bar Pipeline Station (700bar),2030,8030000,1,No,20,1,1513370.588,0,0,0.084859127,0.096804318,0,0,0,0,,,,,"HDRSAM, production volume High",,,0,0.043,,
428,27,GH2 Pipeline Compressor,2015,10000,1,No,15,0.036247552,141968.8111,0,0,0.10075006,0.06855611,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
429,30,GH2 Pipeline Compressor,2015,11000,1,No,15,0.038895859,142460.1276,0,0,0.10075006,0.068945227,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
430,33,GH2 Pipeline Compressor,2015,12100,1,No,15,0.041723315,142989.2318,0,0,0.10075006,0.069343173,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
431,36,GH2 Pipeline Compressor,2015,13310,1,No,15,0.044740676,143558.983,0,0,0.10075006,0.069749972,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
432,40,GH2 Pipeline Compressor,2015,14641,1,No,15,0.047959148,144172.4603,0,0,0.10075006,0.07016562,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
433,44,GH2 Pipeline Compressor,2015,16105,1,No,15,0.051390368,144832.9803,0,0,0.10075006,0.070590086,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
434,49,GH2 Pipeline Compressor,2015,17716,1,No,15,0.055046383,145544.1161,0,0,0.10075006,0.071023308,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
435,53,GH2 Pipeline Compressor,2015,19487,1,No,15,0.058939624,146309.7171,0,0,0.10075006,0.071465189,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
436,59,GH2 Pipeline Compressor,2015,21436,1,No,15,0.063082863,147133.9315,0,0,0.10075006,0.071915594,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
437,65,GH2 Pipeline Compressor,2015,23579,1,No,15,0.067489172,148021.2301,0,0,0.10075006,0.072374344,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
438,71,GH2 Pipeline Compressor,2015,25937,1,No,15,0.072171862,148976.4314,0,0,0.10075006,0.072841218,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
439,78,GH2 Pipeline Compressor,2015,28531,1,No,15,0.077144415,150004.7302,0,0,0.10075006,0.073315941,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
440,86,GH2 Pipeline Compressor,2015,31384,1,No,15,0.082420405,151111.7268,0,0,0.10075006,0.073798186,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
441,95,GH2 Pipeline Compressor,2015,34523,1,No,15,0.088013403,152303.4603,0,0,0.10075006,0.074287568,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
442,104,GH2 Pipeline Compressor,2015,37975,1,No,15,0.09393687,153586.4427,0,0,0.10075006,0.07478364,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
443,114,GH2 Pipeline Compressor,2015,41772,1,No,15,0.100204036,154967.6977,0,0,0.10075006,0.075285889,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
444,126,GH2 Pipeline Compressor,2015,45950,1,No,15,0.106827761,156454.8011,0,0,0.10075006,0.075793734,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
445,138,GH2 Pipeline Compressor,2015,50545,1,No,15,0.11382039,158055.9257,0,0,0.10075006,0.076306519,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
446,152,GH2 Pipeline Compressor,2015,55599,1,No,15,0.121193582,159779.8887,0,0,0.10075006,0.076823517,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
447,168,GH2 Pipeline Compressor,2015,61159,1,No,15,0.128958137,161636.2038,0,0,0.10075006,0.077343921,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
448,184,GH2 Pipeline Compressor,2015,67275,1,No,15,0.137123802,163635.1375,0,0,0.10075006,0.077866845,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
449,203,GH2 Pipeline Compressor,2015,74002,1,No,15,0.145699072,165787.7693,0,0,0.10075006,0.078391325,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
450,223,GH2 Pipeline Compressor,2015,81403,1,No,15,0.15469098,168106.0578,0,0,0.10075006,0.078916319,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
451,245,GH2 Pipeline Compressor,2015,89543,1,No,15,0.164104882,170602.9117,0,0,0.10075006,0.079440707,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
452,270,GH2 Pipeline Compressor,2015,98497,1,No,15,0.173944242,173292.266,0,0,0.10075006,0.079963294,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
453,297,GH2 Pipeline Compressor,2015,108347,1,No,15,0.184210418,176189.166,0,0,0.10075006,0.080482817,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
454,327,GH2 Pipeline Compressor,2015,119182,1,No,15,0.194902454,179309.8568,0,0,0.10075006,0.080997946,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
455,359,GH2 Pipeline Compressor,2015,131100,1,No,15,0.206016887,182671.8805,0,0,0.10075006,0.081507296,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
456,395,GH2 Pipeline Compressor,2015,144210,1,No,15,0.217547572,186294.1819,0,0,0.10075006,0.082009434,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
457,435,GH2 Pipeline Compressor,2015,158631,1,No,15,0.229485526,190197.2222,0,0,0.10075006,0.082502888,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
458,478,GH2 Pipeline Compressor,2015,174494,1,No,15,0.241818812,194403.1027,0,0,0.10075006,0.082986162,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
459,526,GH2 Pipeline Compressor,2015,191943,1,No,15,0.254532447,198935.698,0,0,0.10075006,0.083457747,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
460,578,GH2 Pipeline Compressor,2015,211138,1,No,15,0.267608362,203820.8008,0,0,0.10075006,0.083916138,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
461,636,GH2 Pipeline Compressor,2015,232252,1,No,15,0.281025399,209086.2782,0,0,0.10075006,0.084359847,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
462,700,GH2 Pipeline Compressor,2015,255477,1,No,15,0.294759369,214762.2415,0,0,0.10075006,0.084787424,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
463,770,GH2 Pipeline Compressor,2015,281024,1,No,15,0.308783151,220881.2289,0,0,0.10075006,0.085197471,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
464,847,GH2 Pipeline Compressor,2015,309127,1,No,15,0.323066854,227478.4045,0,0,0.10075006,0.08558866,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
465,932,GH2 Pipeline Compressor,2015,340039,1,No,15,0.33757803,234591.7733,0,0,0.10075006,0.085959753,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
466,1025,GH2 Pipeline Compressor,2015,374043,1,No,15,0.352281938,242262.4133,0,0,0.10075006,0.086309616,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
467,1127,GH2 Pipeline Compressor,2015,411448,1,No,15,0.367141861,250534.7281,0,0,0.10075006,0.086637233,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
468,1240,GH2 Pipeline Compressor,2015,452593,1,No,15,0.382119461,259456.7191,0,0,0.10075006,0.086941726,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
469,1364,GH2 Pipeline Compressor,2015,497852,1,No,15,0.39717517,269080.281,0,0,0.10075006,0.08722236,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
470,1500,GH2 Pipeline Compressor,2015,547637,1,No,15,0.412268616,279461.5216,0,0,0.10075006,0.08747856,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
471,1650,GH2 Pipeline Compressor,2015,602401,1,No,15,0.427359057,290661.1077,0,0,0.10075006,0.087709913,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
472,1815,GH2 Pipeline Compressor,2015,662641,1,No,15,0.442405834,302744.6403,0,0,0.10075006,0.087916177,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
473,1997,GH2 Pipeline Compressor,2015,728905,1,No,15,0.457368809,315783.0599,0,0,0.10075006,0.088097277,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
474,2197,GH2 Pipeline Compressor,2015,801795,1,No,15,0.472208805,329853.0862,0,0,0.10075006,0.088253314,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
475,2416,GH2 Pipeline Compressor,2015,881975,1,No,15,0.486888009,345037.6937,0,0,0.10075006,0.08838455,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
476,2658,GH2 Pipeline Compressor,2015,970172,1,No,15,0.504704138,361426.6266,0,0,0.10075006,0.088491409,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
477,3057,GH2 Pipeline Compressor,2015,1115698,1,No,15,0.522180696,387841.7837,0,0,0.10075006,0.088605262,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
478,3362,GH2 Pipeline Compressor,2015,1227268,1,No,15,0.536037257,407632.7385,0,0,0.10075006,0.088654747,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
479,3699,GH2 Pipeline Compressor,2015,1349995,1,No,15,0.549589806,428999.7884,0,0,0.10075006,0.08868242,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
480,4068,GH2 Pipeline Compressor,2015,1484994,1,No,15,0.562813517,452070.4041,0,0,0.10075006,0.088689282,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
481,4475,GH2 Pipeline Compressor,2015,1633494,1,No,15,0.575686556,476982.4924,0,0,0.10075006,0.088676425,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
482,4923,GH2 Pipeline Compressor,2015,1796843,1,No,15,0.588190127,503885.2561,0,0,0.10075006,0.088645012,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
483,5415,GH2 Pipeline Compressor,2015,1976527,1,No,15,0.600308488,532940.1253,0,0,0.10075006,0.088596266,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
484,5957,GH2 Pipeline Compressor,2015,2174180,1,No,15,0.612028903,564321.7639,0,0,0.10075006,0.088531448,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
485,6552,GH2 Pipeline Compressor,2015,2391598,1,No,15,0.623341563,598219.1612,0,0,0.10075006,0.088451846,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
486,7208,GH2 Pipeline Compressor,2015,2630758,1,No,15,0.634239465,634836.8098,0,0,0.10075006,0.088358755,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
487,7928,GH2 Pipeline Compressor,2015,2893834,1,No,15,0.644718267,674395.9835,0,0,0.10075006,0.088253471,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
488,8721,GH2 Pipeline Compressor,2015,3183217,1,No,15,0.65477611,717136.1171,0,0,0.10075006,0.088137271,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
489,9593,GH2 Pipeline Compressor,2015,3501539,1,No,15,0.664413425,763316.3005,0,0,0.10075006,0.088011406,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
490,10553,GH2 Pipeline Compressor,2015,3851693,1,No,15,0.673632731,813216.8944,0,0,0.10075006,0.087877092,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
491,11608,GH2 Pipeline Compressor,2015,4236862,1,No,15,0.682438423,867141.2777,0,0,0.10075006,0.087735499,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
492,12769,GH2 Pipeline Compressor,2015,4660548,1,No,15,0.690836549,925417.7363,0,0,0.10075006,0.087587745,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
493,14045,GH2 Pipeline Compressor,2015,5126603,1,No,15,0.698834606,988401.5062,0,0,0.10075006,0.087434893,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
494,15450,GH2 Pipeline Compressor,2015,5639263,1,No,15,0.706441322,1056476.982,0,0,0.10075006,0.087277944,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
495,16995,GH2 Pipeline Compressor,2015,6203190,1,No,15,0.713666461,1130060.104,0,0,0.10075006,0.087117837,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
496,18695,GH2 Pipeline Compressor,2015,6823509,1,No,15,0.720520628,1209600.935,0,0,0.10075006,0.086955443,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
497,20564,GH2 Pipeline Compressor,2015,7505860,1,No,15,0.727015094,1295586.45,0,0,0.10075006,0.086791571,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
498,22620,GH2 Pipeline Compressor,2015,8256445,1,No,15,0.733161627,1388543.546,0,0,0.10075006,0.08662696,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
499,24882,GH2 Pipeline Compressor,2015,9082090,1,No,15,0.738972343,1489042.291,0,0,0.10075006,0.086462287,0,0,0,0,,,,,HDSAM V3.1,,,0,0.032,Compressor sized to accept 300 psi hydrogen from a production facility and compress it to transmission pipeline pressure of 1000 psi.,
